id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
2699,Last Chance to Dance Trance,Eagle's Nest (Upper) > Eagles Nest > Big Sleep Area > Shuteye Ridge > Southern Sierra > California,https://www.mountainproject.com/route/114421660/last-chance-to-dance-trance,3.0,Trad,5.10a,1,60.0,37.33698,-119.41271,Climb the stack and then teeter on a reach to climb first bolt. Climb the runnel~ mostly staying on the right side. I did a combination side pull counter pressure technique to keep the left foot strong while inching up. Many small depressions for feet. Finish on a 5.fun ladder of knobs.,3 bolts~ one optional cam placement~ 1-2 chicken heads. Rings on bolted anchor.,1
2700,Last Dance,Smooth Sole Wall - Left Side > (h) Smooth Sole Walls > Suicide Rock > Tahquitz & Suicide Rocks > California,https://www.mountainproject.com/route/105790800/last-dance,1.6,Trad,5.10a R,1,120.0,33.771,-116.696,This climb follows a very thin crack on the far left side of the wall.  It would be difficult to place gear in the upper part of the crack.  However~ it's a fun route~ and you can toprope it.  There are some thin lieback moves on the upper section.,"many thin pieces to 1/2""~ 2 bolt anchor",8
2701,Late for Work,Pitstop > Lower Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/116361329/late-for-work,1.5,Trad,5.10a PG13,1,60.0,37.50892,-118.56911000000001,Climb the left-leaning crack past a roof to a face above.,"2 bolts~ gear to 3.5""~ shared anchor with ""Pitstop"".",2
2702,Lava Haul,Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/105972941/lava-haul,3.6,Sport,5.10a,1,110.0,37.52468,-118.5742,Excellent climb~ one of the best of its grade in the Gorge. Mantle up past two bolts heading right to a wide step-across to the left. Crimp and smear up a slabby section to a small ramp to the left. Lieback around and up to the dihedral and then straight up to the anchors.,17 bolts,117
2703,Layton Korridor,Gettin' Western Corridor > The Corridors > Cattle Pocket and Corridors Area > Alabama Hills > Lone Pine Area > Sierra Eastside > California,https://www.mountainproject.com/route/106468669/layton-korridor,2.1,Sport,5.10a,1,30.0,36.605259999999994,-118.12798000000001,If I recall correctly~ the crux section seems to be between bolts 2 & 3.  The holds are perfect (especially at the crux...look right)!  All in all~ it's a fun .10a in the shade!,3 bolts to a set of mussy hooks,7
2704,LBJ Ate Here,East Face > Tuolumne Peak > May Lake Area > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/117574091/lbj-ate-here,2.0,Trad,5.10a,3,300.0,37.874559999999995,-119.48338999999999,Climb the dual crack systems. The obvious headwall presents the significant difficulty. Sadly~ the rock quality at the crux is not top-notch as the rest of the climb is. The cracks top out at the bottom of the rightmost upper gully system; scramble to the trees and talus.,Modern rack to #4 camalot,1
2705,Le Nocturne,Loggerhead Buttress > El Cap Picnic Area > Valley North Side > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/106612686/le-nocturne,1.6,Trad,5.10a,1,80.0,37.729659999999996,-119.62316000000001,This climb is mostly hand jams but takes all sizes of pro.  The jams are awkward but solid~ and good for warming up on if you plan to climb some of the harder lines in the area.,Standard rack plus extra 2-3 inch pieces.  Two bolt anchor.,5
2706,Leachy Nuts,Rich And Famous Cliff > Big Hunk > Echo Rock Area > Joshua Tree National Park > California,https://www.mountainproject.com/route/111214978/leachy-nuts,1.8,Trad,5.10a,1,,34.02721,-116.15051000000001,Bolted face route with supplemental gear that starts directly underneath the upper crack of The Art Of The Deal~ but veers right before that upper crack and stays to its right toward the topout.,6 bolts~ plus small to medium cams.  Bolted rap anchor.,6
2707,Learn to Fly,Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California,https://www.mountainproject.com/route/107252687/learn-to-fly,1.6,Sport,5.10a,1,35.0,38.93997,-120.12315,A good warmup for the cliff~ this climb will help dial the feet a bit and provide a bit of reprieve from the relentless jamming shenanigans the rest of the area delivers.    It is a bit sporty going from the 1st to 2nd bolts~ but this is also very easy terrain. The crux is some balancy knob pulling located between the 2nd and 3rd bolts.,3 bolts to a rap anchor shared with Master of Disaster,17
2708,Leave it to Crusher,Moving to Montana Boulder > Lost Horse Area > Joshua Tree National Park > California,https://www.mountainproject.com/route/107402602/leave-it-to-crusher,3.0,Trad,5.10a,1,30.0,34.01215,-116.17539,A beautiful overhanging splitter. Pumpy and clean.,BD 3's and 4's,1
2849,My Favorite Things,West Face > Clouds Rest > Valley South Side > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/106673057/my-favorite-things,3.5,Trad,5.10a,15,2700.0,37.77432,-119.49888,"Every Tuolumne climber has eyed the huge face of clouds rest.  Then~ one day I found a description on the internet of an awesome sounding route right up the middle.  With 2700 feet of 5.9ish climbing~ it sounded too good to be true.  Finally in 2009 we went out and did the route and it has become one of my favorite climbs in Yosemite.    Tom Harper had a great topo here: (deadlink)myweb.cableone.net/tomharper/FTTopo dot html   My Favorite Things topo    The pitches are almost all 55-60m long~ ending in two beefy bolt anchors~ and the ""official"" ratings are:    1: 5.5   2: 5.8   3: 5.8   4: 5.7   5: 5.7   6: 5.7   7: 5.8   8: 5.9   9: 5.9   10: 5.7   11: 5.10a   12: 5.9   13: 5.7   14: 5.8   15: 5.9    I think these ratings are slightly soft~ but considering the amount of climbing~ you need to be solid at the grade to make it happen in a day.    With a 6 mile cross country approach~ 2700 feet of climbing~ 1200 feet of 3rd to the top and 7 miles back to the car~ it is a burly~ rewarding day.",All anchors have two bolts.  Almost all the pitches require a 60m rope.  The first 10 pitches can be rapped without leaving any gear.  There are bolts here and there~ but it is mostly trad gear~ with emphasis on small to finger size.,27
2850,Myopia,Penny Royal Arches > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/110706920/myopia,1.5,Trad,5.10a R,3,,37.8409,-119.43998,A runout route put up in old-school Tuolumne tradition.  What's the opposite of 'vision'?    Pitch 1 - climb the discontinuous finger crack(5.7) to a two bolt anchor with quick links and chain.    Pitch 2 - head slightly right and up past two closely spaced bolts then up and right(5.10a) over a small roof to a third bolt.  Climb 20-25 feet to a two-bolt anchor.    Pitch 3 - climb up and slightly right past three bolts(5.10a) to the two-bolt anchor which is shared by Diaphoretic Spasms.,"Stoppers and small stuff up to 1"" for the finger crack on pitch 1.  Bolts after that.",2
2851,Mystery Hole,Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California,https://www.mountainproject.com/route/105734759/mystery-hole,2.9,"Sport, TR",5.10a,1,40.0,38.65134000000001,-122.61858000000001,An interesting yet not sustained 5.10a to the left of the odvious chimney left of Saviour Heart.  Lots of lateral movement makes this climb through provoking and exciting on lead.,Three bolts to a 3 bolts anchor atop the rock~ bring long slings to top rope~ which can be accessed by going around and up way to the right.In classic Far Side fashion~ only the harder moves are bolted.,68
2852,Nada Da Narda,Plumas Slab > Grizzly Dome > Northeast California > California,https://www.mountainproject.com/route/110714874/nada-da-narda,2.0,Sport,5.10a R,1,85.0,39.862759999999994,-121.38739,Originally rated PG13~ the consensus among the few who have climbed it in the past years is R. The line remains dirty~ can be wet for months~ and is a challenge at 10.a.    All of that said~ this is a really good line~ almost solid smearing w/few 'holds'.     Head straight up from the belay towards the mini roof/step. First bolt is 15'+~ and it is heady pulling over the step. Pass 2 more bolts ad then be prepared for 20' of unrelenting 5.10 smear-fest. Just don't think about the fall potential~ the roof below~ of the dirt and munge.,4 bolts and bolted anchor.,2
2853,Naked and Afraid,Peeper's Rock > Mickey's Beach > San Francisco Bay Area > California,https://www.mountainproject.com/route/113342769/naked-and-afraid,2.1,"Sport, TR",5.10a,1,25.0,37.888729999999995,-122.63286000000001,The crux of this climb is at the very beginning. From the adjacent boulder~ grab the left-facing sidepull~ find a good right hand and  then immediately pull through an overhang to get onto Peeper's Rock. A left heel hook can help. From this opening move it's about 15 feet down to the ground/tide. Don't look down if the thought of that fall scares you.  The main face above the first bolt is much easier~ until an interesting move or two between the last bolt and the anchor. If you're stuck~ look to the right of the last bolt to find better hands.  The moves off the deck are the fun/hard part - rope or otherwise~ it's a little invigorating to step of a ledge and onto an overhang above a treacherous fall.  One can start this route from the sand up the cave below~ but this adds a V6 bouldering problem (that is very difficult to protect) before the main start of the climb.,"3 newish glue-in bolts to a two bolt anchor with a rap ring. This route previously had OLD bolts that were slowly rusting away.  A stick clip is strongly recommended to clip the first bolt before leading this climb~ or a person taller than 6'3"" might be able to reach it by hand. Without pre-clipping the first bolt this climb is rated R~ given that the start is the crux and sits above a nasty 15-foot fall to a rocky landing.  You can also easily set up a top rope after doing the (stiff) 5.9 on the East Face~ Peeping Tom.",18
2854,Natasha,West Point > Lake Arrowhead Pinnacles > Lake Arrowhead Area > San Bernardino Mountains > California,https://www.mountainproject.com/route/113653231/natasha,1.0,Trad,5.10a,1,50.0,34.30102,-117.22853,Start in a crack~ traverse left to a bolted face.,Gear to 3 bolts~ two chain anchor.,1
2855,Natasha Direct,West Point > Lake Arrowhead Pinnacles > Lake Arrowhead Area > San Bernardino Mountains > California,https://www.mountainproject.com/route/113653273/natasha-direct,2.0,Sport,5.10a,1,50.0,34.30102,-117.22853,The sport climb variation of Natasha.,5 bolts~ chain anchors.,2
2856,Need a Shot of Penicillin,Hooker Boot Wall > Snow Play Walls > Running Springs Area > San Bernardino Mountains > California,https://www.mountainproject.com/route/114059281/need-a-shot-of-penicillin,2.0,Trad,5.10a,1,75.0,34.219,-117.05896000000001,Head up a face~ to hand crack to a slabby face. Crux is passing the last two bolts.,5 bolts~ trad gear~ chain anchors.,2
2857,Needle & Spoon,Pywiak Dome > Tuolumne Meadows > Yosemite National Park > California,https://www.mountainproject.com/route/105866062/needle-spoon,3.1,Sport,5.10a PG13,4,,37.8453,-119.444,"Starts from third class ledges~ up and left from the ""Dike Route"".   Climb past 5 bolts to a two bolt belay.   Follow 7 bolts passing a 5.10a bulge to a two bolt anchor.   Run out 5.6 (no pro) to another two bolt anchor.   Move up and right to the base of a steep corner.   Descend 3rd and 4th class to the right.",Draws.,37
2858,Needle Crack,Eagle Lake Buttress > Eagle Creek Canyon > West Shore > Lake Tahoe > California,https://www.mountainproject.com/route/119054499/needle-crack,4.0,"Trad, TR, Alpine",5.10a,1,40.0,38.9504,-120.13600000000001,Awesome finger crack on a small crag beneath the east side of Eagle Lake Buttress. Crux is in the first 8' or so before the route levels out~ so place good pro early~ as a fall would be rather unpleasant here.,Nuts and smallest cams you got,1
2999,The King Line,Beach Boys > Beach > Kamloops > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/108096222/the-king-line,2.0,Sport,5.0,1,,50.75215,-120.72363999999999,Climb first 2 bolts of Lady Writer and finish on Yayiee's anchor.  Good for first time leaders.,bolts~ chain anchors,1
3000,Unfinished Project,3 Bolt Wonderland > White Mountain > Yukon Territory > Canada > North America > International,https://www.mountainproject.com/route/118878035/unfinished-project,0.0,Sport,5.0 X,1,,60.27361,-133.94766,There are 2 bolts that lead to a ledge and goes no where. There are no anchors at the top.,2 bolts no anchor,1
3001,Unknown 1,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/118999916/unknown-1,0.0,Sport,5.0,1,,44.40784,-80.43264,Right most route on the wall~ some exfoliating rock off the ground leads to some better quality and some memorable moves.,bolts and anchors.,1
3002,Unknown 2,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/115127070/unknown-2,0.0,Sport,5.0,1,,44.40784,-80.43264,Hard bolted route on a great looking face.,bolts and anchor,1
3003,Unknown 3,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/119000025/unknown-3,0.0,Sport,5.0,1,,44.40784,-80.43264,Awesome route some hard pulling and stellar rock.,bolts and anchors,1
3004,Unknown 4,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/115127053/unknown-4,0.0,Sport,5.0,1,,44.40784,-80.43264,Follow a wide crack~ starting in a dihedral.  Some fist jams and ledges to the top.,bolts and anchor.,1
3005,Unknown 5,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/118999801/unknown-5,0.0,Sport,5.0,1,,44.40784,-80.43264,An improbable looking boulder problem off the ground that passes through a roof and across a fin like feature.  It doesn't get any better after that.  Might be a closed project (no red tape),bolts and anchors.,1
3006,Unknown 6,Syrian Revolution Wall > Al Qaeda Area > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/115127035/unknown-6,0.0,Trad,5.0,1,,44.40784,-80.43264,Start in a small dihedral and some burly moves through an overhang.  Gain a flared handcrack and work up past a couple of big moves to better holds and a section of wall with some cool sloping rock with great finish jugs.  Full value.,anchors,1
3007,Winnie the Pooh,Fantastic 4 > Terrace Mountain > Terrace > Northern BC > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/117007961/winnie-the-pooh,2.0,"Sport, TR",5.0,1,,54.52587,-128.58418,An easy face climb that takes you up to the fixed lines. Now has bolts for a easy lead. Great to start new climbers on.,Two hangars at top. (have to check for rings),1
3008,Access Gully,Lower Tier > Bear Mountain (AKA Bald Hill) > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/107465637/access-gully,0.0,Trad,5.1 PG13,1,50.0,45.47227,-66.50856,This route was solo'd~ so the pro is uncertain~ although the static line can easily be used as protection if you so wish. A good method for getting to the top of the cliff. Still a bit loose and dirty.,don't know?,1
3149,The Cliff of Awesome,Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/118871936/the-cliff-of-awesome,2.0,Sport,5.4,1,26.0,49.90291,-123.16106,A very easy~ short route on the West Face.,4 Bolts,1
3150,The Head Mucky Mucky,The Big Gulp > Mount Nemo > Golden Horseshoe > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/113182595/the-head-mucky-mucky,1.8,Trad,5.4,1,,43.42558,-79.88556,Climb up blocks to a big ledge then continue up the easy crack. Easy~ blocky climbing.,Gear required.  Bolted anchor.,5
3151,The Slab,Bon Echo > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/113153142/the-slab,2.0,Trad,5.4,3,,44.8972,-77.2095,The first pitch provides enjoyable climbing on small holds. The remainder of the climb is disappointing so it is common practice to rappel after the first pitch.,Bolted rappel station at the top of first pitch.,3
3152,Thin to win,The Hex Wall > Eagle Rock > Welsford > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/107730042/thin-to-win,2.2,Trad,5.4,1,60.0,45.43084,-66.31572,This climb follows the broken looking corner under a slightly over vertical wall. The corner offers good protection all the way to the last ledge where the chimney is.when you get to the final ledge step down into the chimney make a few awkward steps up onto some chock stone/rocks and exit out of the top.,Bring a rack. The chimney takes a big nut you can place from the ledge and then a #4 cam at the top.,5
3153,Things To Do When It Rains,Funarama- The Nursery > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/107533380/things-to-do-when-it-rains,1.8,Trad,5.4,1,50.0,49.707840000000004,-123.13606999999999,Start by a tree in the middle of The Nusery. Basic short~ low angle~ crack climb.,Standard Rack~ bolt anchor.,12
3154,Tom's Route,The Great Roof Area > Eagle Rock > Welsford > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/112245862/toms-route,3.0,Trad,5.4,1,80.0,45.4293,-66.31428000000001,This is a stunningly marvelous rock climb.  Everything about it is perfect; the movement~ the rock~ the gear~ variety~ etc.~ etc.  Absolute must do.  History: This route was put up in 1976 by Tom Butz and the original grade was 5.1.  It has been adjusted to reflect current grading practices. This is also the oldest recorded rock climb in New Brunswick.,"Standard rack to 3"".  Tree anchor.",5
3155,Tony's Corner,Main Cliff > Eagle's Nest > Nova Scotia > Canada > North America > International,https://www.mountainproject.com/route/118955578/tonys-corner,0.0,Trad,5.4,1,33.0,44.7205,-63.65223,Short corner right of Evening Wall.,Tree anchor,1
3156,Tourist Route,Mount Baldy Crag > Kananaskis > Alberta > Canada > North America > International,https://www.mountainproject.com/route/117369155/tourist-route,2.0,Sport,5.4,1,50.0,51.00477,-115.06556,Move up and to the right on the obvious ledge system past 3 bolts to a bolted anchor.,3 bolts to a bolted anchor.,1
3157,Traverse du Bardache,a. Yoga > Lac Gervais > 15. Laurentians > Quebec > Canada > North America > International,https://www.mountainproject.com/route/110425502/traverse-du-bardache,1.0,Sport,5.4,1,30.0,46.32914,-74.34888000000002,Traverse sale dans du rocher douteux protégée par 4 plaquettes pour se rendre à la base du secteur de 'Diligente Indigène'.,4 plaquettes   Relais sur plaquettes,1
3158,Troisième bière,10 - La Petite Bière > Montagne d'Argent > 15. Laurentians > Quebec > Canada > North America > International,https://www.mountainproject.com/route/117131406/troisieme-biere,2.3,Sport,5.4,2,115.0,46.1272,-74.67945,Right most route on this slab. Eleven bolts.  Voie de droite sur cette dalle. Onze plaquettes.,Sport,3
3299,Steve's,(c) Go-Anywhere > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/116712042/steves,3.0,"Trad, TR",5.5,1,52.0,49.44313,-119.56301,Very easy climb up the steps~ and some fun and easy moves up the large flakes.,Shared anchors with Jim's.,2
3300,Stone Temple Pilots,Simpson Wall > Cochrane Lane Cliffs > Welsford > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/119001583/stone-temple-pilots,2.0,"Trad, TR",5.5,1,45.0,45.43998,-66.29353,Start on a beauty hand crack that leads to a ledge. From here you have two options. Climb either just the off width crack (5.8) or the nice cracks and features left and right. Climb the feature to the top of the block. Tree anchor. This and Finger Eleven are nice~ easy~ well protected trad climbs that would be great first leads for a new trad climber.,Standard rack. Tree anchor. Rap the route or walk off.,1
3301,Tailgate Party,Electric Avenue > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/118871954/tailgate-party,2.0,Sport,5.5,1,42.0,49.90291,-123.16106,A short and easy route wandering up the triangular slab.  Slightly harder than it's next door neighbour. ,7 Bolts,1
3302,That's My Blood,Old School Wall > Devil's Glen > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/114304540/thats-my-blood,0.0,Trad,5.5,1,,44.35335,-80.22988000000002,Short route that quits due to rock quality. ,anchors,1
3303,"The Grand Master, The Bar Tender and the Clown",Old School Wall > Devil's Glen > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/114304567/the-grand-master-the-bar-tender-and-the-clown,2.3,Trad,5.5,1,,44.35335,-80.22988000000002,Climb the blocky start to a ledge~ clip the bolt.  Keep following the crack and face to anchors.,anchors.,3
3304,The Little Pigs,Limestone Wall > Cedar Point - Trifecta Wall > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/110197487/the-little-pigs,2.5,Sport,5.5,1,30.0,45.28536,-66.11188,right most route~ An excellent warm up route,3 bolts and an anchor with chain,2
3305,The Red Pill,The Matrix > McQuirks Mountain > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/110184233/the-red-pill,2.0,Trad,5.5,1,35.0,45.18632,-66.85219000000001,This is a fun little climb on vertical and horizontal cracks.,Standard rack.  Tree anchor.,2
3306,The Wolvercoon,Lower Hidden Walls > New Crest Creek > Crest Creek Crags > Strathcona Provincial Park > Vancouver Island > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/117601595/the-wolvercoon,2.0,"Trad, Alpine",5.5,1,40.0,49.84044,-125.90878000000001,Follow the flake up to the top.  It's a low angle climb that can be a bit awkward at times.  It had four bolts and could be lead safely with just quickdraws.,Four bolts and maybe a .3 BD cam to protect the flake down low.,1
3307,Thursites,Tight Canyon > Devil's Glen > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/114304318/thursites,0.0,Trad,5.5,1,,44.35302,-80.23113000000002,Dingy~ dirty crack right of Your Wife.,none,1
3308,Tiger,The Golf Course > Grassi Lakes > Bow Valley > Alberta > Canada > North America > International,https://www.mountainproject.com/route/109265248/tiger,1.8,Sport,5.5,1,50.0,51.07204,-115.40746000000001,Slabby pocket pulling.  Good near for new climbers. Really easy.,6 blots and anchors,4
3449,Escalera Electrica,Los Sabinos > La Presa Francisco Zarco > Durango > Northern Mexico > Mexico > North America > International,https://www.mountainproject.com/route/107372627/escalera-electrica,1.0,Sport,5.6,1,90.0,25.2718,-103.74,Easy 5.6 face climbing to a 2-bolt anchor.,Bolts,2
3450,Exfoliation,Sunshine Wall > Kinnaird Bluffs > Castlegar > Kootenays West > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/114510350/exfoliation,2.0,"Trad, Alpine",5.6,1,80.0,49.266529999999996,-117.6631,none listed,standard rack,1
3451,Exit Stage Left,Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/108593505/exit-stage-left,1.9,Trad,5.6,1,50.0,49.704609999999995,-123.14131,Step up blocky granite steps.  Climb a hand crack to a ramp.  Follow ramp left to anchors.,SR. 2-bolt anchors with rappel at the top. So you can rappel off or walk off.,34
3452,Fairy Ring,Krack Rock > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/107791678/fairy-ring,1.6,Trad,5.6,1,75.0,49.70744000000001,-123.14093999999999,Start off with a short~ fun~ and perhaps sandbagged crux with great hand jams and awkward body position. That's where the good times end... The second half of the climb is dirty~ tedious~ and the rock quality is poor. Rotten roots and grime clog the wide cracks and it seems no amount of cleaning could save this thing. The anchor bolts are easy to miss (far out right on the upper slab. If you make it to the trees~ you've gone to far).     Some users on other sites have made the case that the start of this route is much harder than the guidebook proposes. It definitely requires some solid hand crack technique. While I wouldn't argue with an upgrade~ it's certainly no harder than 5.7,Standard Rack with an emphasis on large hand size pieces. Easy to protect throughout~ except when the crack becomes clogged with roots and grime. Crux protects beautifully. Two-bolt anchor at the top right~ easy to miss.,20
3453,False Friends,Burgers and Fries > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/111672918/false-friends,1.0,"Trad, TR",5.6,1,,49.704609999999995,-123.14131,Climb the easy crack until it ends~ here head up a thin L-shaped crack on the low angled rock.,Standard Rack,3
3454,Fat Cat,Upper Cat Wall > Cat Walls > Castlegar > Kootenays West > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/114299322/fat-cat,2.0,"Trad, Alpine",5.6,1,90.0,49.3446,-117.80378999999999,none listed,Wide and thin gear.,2
3455,Faulty Towers,Ahren's Rock > Sunrise Crags > Crest Creek Crags > Strathcona Provincial Park > Vancouver Island > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/117592261/faulty-towers,2.5,"Sport, TR, Alpine",5.6,1,82.0,49.83864000000001,-125.90965,This route is a good challenge on the first flake and then levels off above. The bolts are quite spread out~ so having a bit of gear along can add to the comfort level when leading. Can be accessed from the top~ so technically could be top-roped as well.,Bolts~ anchor on the top,2
3456,Final Finale,Main Wall > Rattlesnake Point > Golden Horseshoe > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/113365653/final-finale,3.0,"Trad, TR",5.6,1,,43.4674,-79.91173,Climb up over a small roof~ move up and right across a ledge. Continue up and right to a small pillar above a large roof and then head back left and up to the top.,Gear required.,1
3457,Final Finale Direct,Main Wall > Rattlesnake Point > Golden Horseshoe > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/118184371/final-finale-direct,4.0,"Trad, TR",5.6,1,,43.4674,-79.91173,Through open book (climb the face for 5.8) to the roof~ move left to Final Finale belay~ then back right and up past the cedar,standard,1
3458,First Blood,Nicolum Knob > Fraser Valley > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/106356397/first-blood,2.5,Trad,5.6,1,100.0,49.3704,-121.3534,In between Dead Soles and Kyle Hudie Route is an obvious thin flake and hand crack. Climb this crack for 25m to a rap anchor. Stop here~ or move left past a bolt on a slab to the anchor for Dead Soles (31m).,"Gear to 1.5"" (hand size)",2
3599,Queen of Huups,Lumberland > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/108199975/queen-of-huups,1.0,Trad,5.6,1,,49.7075,-123.1386,Awkward start to left leaning diagonal crack.,STD RACK,9
3600,Quick Fix,Mount Baldy Crag > Kananaskis > Alberta > Canada > North America > International,https://www.mountainproject.com/route/119112733/quick-fix,2.0,Sport,5.6,1,45.0,51.00477,-115.06556,Slabby climbing up 4 bolts.,4 bolts to a bolted anchor.,1
3601,R con R,Los Sabinos > La Presa Francisco Zarco > Durango > Northern Mexico > Mexico > North America > International,https://www.mountainproject.com/route/107372673/r-con-r,1.0,Sport,5.6,1,90.0,25.2718,-103.74,Easy 5.6 face climbing to a 2-bolt anchor.,Bolts,2
3602,Ramp-o-Rama,Call It A Day > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/114797432/ramp-o-rama,1.5,"Trad, TR",5.6 PG13,1,60.0,49.70594000000001,-123.13481999999999,Climb any of three short cracks in the middle of the wall up to the horizontal break.  Aim towards the base of the right-leaning ramp feature~ and climb up that to the top.   ,Protection is somewhat sparse and wandering~ depending on what you choose to climb.,4
3603,Razor Blade Ridge,El Fin de Semana (Weekend Wall) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International,https://www.mountainproject.com/route/109846491/razor-blade-ridge,3.0,Trad,5.6 R,7,1000.0,25.95093,-100.47631,Walk into the canyon and stare in awe and intimidation at the 5~000 ft Scariest Ride in the Park ridge which summits El Toro. Turn your attention left toward the similar~ although less impressive and intimidating knife blade ridge which begins in the super clean Craig Luebben dihedral and climbs several traverses and head walls to a pointy summit adjacent to the summit of Estraillita.     This is a fantastic outing and an excellent first limestone ridge climb in the canyon~ although the danger factor for yourself~ and more so for the parties below you~ should not be under estimated. The ridge is LOOSE~ and a large percentage of your day will be spent tip-toeing on the rocks that make the least amount of noise. Luckily~ the rock quality improves on the head walls~ and protection may be found throughout if you are willing to search. Just be careful~ and you'll have a great time! It is recommended to belay short of the base of each headwall in case something does become dislodged~ although you may have to fight some drag before you find something you're willing to use as an anchor. Simul-climbing is not necessary or recommended given the relatively short length and loose factor~ making a fall on easy terrain much more probable. Pitch it out 6 or 7 times over the double-exposed ridge until you reach the cool summit and belay at the super-comfy anchor on Will the Wolf Survive. From here it is four easy raps to the ground. Finally~ be careful not to pass the anchor on the first rappel~ which is approximately 30 feet below the summit~ beneath the overhang. A 70m will NOT reach the next anchor if you attempt to pass this station.,Single rack of cams (to #3 C4) and nuts. C3 size cams are useful. Long slings and cordellette. Doubles of any size would be way overkill.,6
3604,Regular Route,Weeskinisht Peak > Seven Sisters Provincial Park > Terrace > Northern BC > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/116550343/regular-route,3.0,"Trad, Snow, Alpine",5.6 Mod. Snow,1,,54.968109999999996,-128.23188000000002,13km steep approach to snowfields and ridges leading to summit. 24 hours highway to highway.,A small rock rack for the exposed ridge traverse and final step to summit,1
3605,Reptation,i. Gemini-Jumelle > Mont-Césaire > Val-David > 15. Laurentians > Quebec > Canada > North America > International,https://www.mountainproject.com/route/111880113/reptation,2.0,Sport,5.6,1,90.0,46.03622,-74.19488,A long meandering slab with lots of holds. Great beginners' route.,11 bolts + fixed anchors,2
